Bénéficiaire;Département;Nature du projet;Coût du projet;Subvention allouée;Part prise en charge;Parlementaire transmetteur;Nature;Département Parlementaire;Groupe politique du parlementaire;Lien vers données parlementaires
FRESSENNEVILLE;80;l'acquisition d'une tondeuse;1800;900;0,5;DUBOIS Daniel;Sénat;80;UDI;http://nossenateurs.fr/DUBOIS%20Daniel/xml
FRESSE-SUR-MOSELLE;88;l'aménagement et l'équipement mobilier d'une salle polyvalente avec cuisine;751093;75000;0,0998544787;PONCELET Christian;Sénat;88;UMP;http://nossenateurs.fr/PONCELET%20Christian/xml
FRESSIES;59;la réfection du sas d'entrée et l'isolation acoustique de la salle des fêtes;44712,8;4000;0,0894598415;VILLAIN François-Xavier;Assemblée nationale;59;NI;http://2007.nosdeputes.fr/VILLAIN%20François-Xavier/xml
FRESSIES;59;l'acquisition d'un défibrillateur cardiaque automatique et d'une armoire externe;1795;897;0,4997214485;ADNOT Philippe;Sénat;10;NI;http://nossenateurs.fr/ADNOT%20Philippe/xml
FRESSIES;59;l'acquisition de matériel informatique pour l'école;8970,51;4485;0,4999715735;LEGENDRE Jacques;Sénat;59;UMP;http://nossenateurs.fr/LEGENDRE%20Jacques/xml
FRESSIN;62;la restauration des contreforts et le remplacement des gouttières de l'église;173420,08;20000;0,1153268987;LARCHER Gérard;Sénat;78;UMP;http://nossenateurs.fr/LARCHER%20Gérard/xml
FRETIGNEY-ET-VELLOREILLE;70;"l'aménagement de carrefours sur la RD 3 dite ""route de Besançon""";149289;5000;0,0334920858;JOYANDET Alain;Assemblée nationale;70;UMP;http://2007.nosdeputes.fr/JOYANDET%20Alain/xml
FRETTECUISSE;80;la pose d'un poteau incendie;3567,39;1783;0,4998051797;BIGNON Jérôme;Assemblée nationale;80;UMP;http://2007.nosdeputes.fr/BIGNON%20Jérôme/xml
FRETTEMEULE;80;la rénovation de l'école et du dortoir;40818,93;2500;0,0612460934;ACCOYER Bernard;Assemblée nationale;74;UMP;http://2007.nosdeputes.fr/ACCOYER%20Bernard/xml
FREYBOUSE;57;l'aménagement d'une allée piétonne, rue Verlaine;168279,75;4000;0,0237699426;WOJCIECHOWSKI André;Assemblée nationale;57;UMP;http://2007.nosdeputes.fr/WOJCIECHOWSKI%20André/xml
FREYBOUSE;57;la réfection de la toiture de l'église;160719,11;4500;0,0279991595;TODESCHINI Jean-Marc;Sénat;57;SOC;http://nossenateurs.fr/TODESCHINI%20Jean-Marc/xml
FREYCENET-LA-TOUR;43;l'aménagement du bourg;144535,93;15000;0,1037804233;WAUQUIEZ Laurent;Assemblée nationale;43;;http://2007.nosdeputes.fr/WAUQUIEZ%20Laurent/xml
FREYMING-MERLEBACH;57;l'édification d'un mur de protection phonique, cité Belle Roche;50165;20000;0,3986843417;LANG Pierre;Assemblée nationale;57;UMP;http://2007.nosdeputes.fr/LANG%20Pierre/xml
FREYMING-MERLEBACH;57;l'aménagement de la rue de Metz, entre le giratoire situé à la bretelle de sortie de l'autoroute A320, côté Freyming et le passage à niveau au carrefour avec la RD 80;330000;110000;0,3333333333;0;Réserve ministérielle;;;
FRIAIZE;28;"l'aménagement de la mare de ""La Chevillerie""";7882,5;3000;0,3805899144;ACCOYER Bernard;Assemblée nationale;74;UMP;http://2007.nosdeputes.fr/ACCOYER%20Bernard/xml
FRIBOURG;57;la réhabilitation de logements communaux;312870,31;40000;0,1278485005;0;Réserve ministérielle;;;
FRIDEFONT;15;la réfection partielle du mur du cimetière;14120;7000;0,4957507082;MARLEIX Alain;Assemblée nationale;15;UMP;http://2007.nosdeputes.fr/MARLEIX%20Alain/xml
FRIDEFONT;15;la construction d'un hangar communal avec local de chasse;149500;10000;0,0668896321;MARLEIX Alain;Assemblée nationale;15;UMP;http://2007.nosdeputes.fr/MARLEIX%20Alain/xml
FROCOURT;60;travaux d'électricité et de peinture à l'école et l'installation de faux plafonds dans les classes primaires et sur le pallier de l'escalier;9562,08;4000;0,4183190268;MANCEL Jean-François;Assemblée nationale;60;UMP;http://2007.nosdeputes.fr/MANCEL%20Jean-François/xml
FROCOURT;60;la sécurisation de la rue de Beauvais et l'extension du parking, rue de la Serre;34926,75;10000;0,286313499;MARINI Philippe;Sénat;60;UMP;http://nossenateurs.fr/MARINI%20Philippe/xml
FROIDESTREES;2;la mise en accessibilité de l'église;12281,46;3000;0,2442706323;LE TEXIER Raymonde;Sénat;95;SOCV;http://nossenateurs.fr/LE TEXIER Raymonde/xml
FROIDEVAUX;25;la réfection des façades de la Chapelle;56737,68;3400;0,0599249035;HUMBERT Jean-François;Sénat;25;UMP;http://nossenateurs.fr/HUMBERT%20Jean-François/xml
FRONSAC;31;la mise en sécurité des RD 618 et RD 33S en traversée du village (1ère tranche);85654,5;18782;0,2192762785;AUBAN Bertrand;Sénat;31;SOC;http://nossenateurs.fr/AUBAN%20Bertrand/xml
FRONTENAY-ROHAN-ROHAN;79;la restructuration et l'extension de l'école élémentaire et du centre de loisirs (tranche 1);1221463;6000;0,0049121422;BATHO Delphine;Assemblée nationale;79;SRC;http://2007.nosdeputes.fr/BATHO%20Delphine/xml
FRONVILLE;52;l'aménagement et la requalification de la route de Sombreuil;528719,02;6000;0,0113481826;CORNUT-GENTILLE François;Assemblée nationale;52;UMP;http://2007.nosdeputes.fr/CORNUT-GENTILLE%20François/xml
FROSSAY;44;l'aménagement d'un pôle culturel dans l'ancien presbytère;1210351;20000;0,0165241323;BOENNEC Philippe;Assemblée nationale;44;UMP;http://2007.nosdeputes.fr/BOENNEC%20Philippe/xml
FROSSAY;44;la construction d'une maison de santé;250315;20000;0,0798993268;PAPON Monique;Sénat;44;UMP;http://nossenateurs.fr/PAPON%20Monique/xml
FROUARD;54;la mise en accessibilité de la mairie;313500;10000;0,0318979266;BOULAUD Didier;Sénat;58;SOC;http://nossenateurs.fr/BOULAUD%20Didier/xml
FROUVILLE;95;"la restauration du tableau ""La résurrection du Christ"" de l'église";7250;3625;0,5;HOUILLON Philippe;Assemblée nationale;95;UMP;http://2007.nosdeputes.fr/HOUILLON%20Philippe/xml
FRUNCE;28;"l'aménagement d'un ralentisseur au hameau ""Le Puits""";6073,6;2400;0,3951527924;de LA RAUDIERE Laure;Assemblée nationale;28;UMP;http://2007.nosdeputes.fr/de LA RAUDIERE Laure/xml
FUBLAINES;77;l'installation de réservoirs destinés à la défense incendie;72000;7500;0,1041666667;0;Réserve ministérielle;;;
FULLEREN;68;la construction d'un complexe regroupant une salle de motricité, un accueil périscolaire, des locaux communaux et des sanitaires;989000;15000;0,0151668352;REITZER Jean-Luc;Assemblée nationale;68;UMP;http://2007.nosdeputes.fr/REITZER%20Jean-Luc/xml
FULTOT;76;la restauration de la cloche de l'église Saint-Martin;4466;2233;0,5;TRASSY-PAILLOGUES Alfred;Assemblée nationale;76;UMP;http://2007.nosdeputes.fr/TRASSY-PAILLOGUES%20Alfred/xml
FULTOT;76;l'acquisition d'un tracteur;17065;6000;0,3515968356;0;Réserve ministérielle;;;
FUMEL;47;la réhabilitation des bâtiments communaux (programme 2011);130435;30000;0,2299996167;ACCOYER Bernard;Assemblée nationale;74;UMP;http://2007.nosdeputes.fr/ACCOYER%20Bernard/xml
FUMEL;47;la réfection de la toiture de l'église;245000;10000;0,0408163265;DIONIS du SEJOUR Jean;Assemblée nationale;47;NC;http://2007.nosdeputes.fr/DIONIS du SEJOUR Jean/xml
FURIANI;20B;la construction d'un centre technique municipal;400000;50000;0,125;VENDASI François;Sénat;2B;RDSE;http://nossenateurs.fr/VENDASI%20François/xml
FUSSEY;21;l'enfouissement des réseaux basse tension devant l'église et la mairie;68000;15000;0,2205882353;REBSAMEN François;Sénat;21;SOC;http://nossenateurs.fr/REBSAMEN%20François/xml
FUTEAU;55;la restauration de la façade sud du clocher de l'église;24107,19;3000;0,1244442011;DUMONT Jean-Louis;Assemblée nationale;55;SRC;http://2007.nosdeputes.fr/DUMONT%20Jean-Louis/xml
FUVEAU;13;la restauration de la chapelle Saint-Michel;247493,43;7000;0,0282835791;JOISSAINS Sophie;Sénat;13;UMP;http://nossenateurs.fr/JOISSAINS%20Sophie/xml
GABASTON;64;la construction d'un restaurant scolaire;298920;10000;0,0334537669;BAYROU François;Assemblée nationale;64;NI;http://2007.nosdeputes.fr/BAYROU%20François/xml
GACE;61;l'aménagement de l'entrée nord de la commune;63074,75;20000;0,3170840947;0;Réserve ministérielle;;;
GACE;61;"l'équipement de la scène de la salle de cinéma du ""Tahiti""";22614,45;7000;0,3095366016;GOULET Nathalie;Sénat;61;UDI;http://nossenateurs.fr/GOULET%20Nathalie/xml
GADANCOURT;95;la restauration et la reliure des registres et l'acquisition d'une armoire ignifugée et de mobilier de bureau pour la mairie;10890,76;5000;0,4591047824;PORTELLI Hugues;Sénat;95;UMP;http://nossenateurs.fr/PORTELLI%20Hugues/xml
GADENCOURT;27;le remplacement d'un poteau d'incendie DN 80 par un poteau d'incendie DN 100;2831,07;1415;0,4998110255;MAUREY Hervé;Sénat;27;UDI;http://nossenateurs.fr/MAUREY%20Hervé/xml
GAGES-MONTROZIER;12;la construction d'une école à Gages;800000;50000;0,0625;CENSI Yves;Assemblée nationale;12;UMP;http://2007.nosdeputes.fr/CENSI%20Yves/xml
GAGNIERES;30;la réfection de la cour basse des écoles;16530;5000;0,3024803388;PEYRONNET Jean-Claude;Sénat;87;SOC;http://nossenateurs.fr/PEYRONNET%20Jean-Claude/xml
GAGNY;93;la réhabilitation extérieure du Château de Maison Blanche;751262;180000;0,2395968384;ACCOYER Bernard;Assemblée nationale;74;UMP;http://2007.nosdeputes.fr/ACCOYER%20Bernard/xml
GAGNY;93;le réaménagement de la place Tavarnelle Di Pesa;492350;30000;0,0609322636;LARCHER Gérard;Sénat;78;UMP;http://nossenateurs.fr/LARCHER%20Gérard/xml
GAILHAN;30;l'installation d'une pompe à chaleur;3191,75;1500;0,4699616198;FOURNIER Jean-Paul;Sénat;30;UMP;http://nossenateurs.fr/FOURNIER%20Jean-Paul/xml
GAILLON-SUR-MONTCIENT;78;l'enfouissement des réseaux, Grande Rue;140945,99;15000;0,1064237443;LARCHER Gérard;Sénat;78;UMP;http://nossenateurs.fr/LARCHER%20Gérard/xml
GALAN;65;l'isolation de la cantine scolaire;12345;3000;0,2430133657;FORTASSIN François;Sénat;65;RDSE;http://nossenateurs.fr/FORTASSIN%20François/xml
GALEZ;65;la réhabilitation partielle des menuiseries de la mairie;16218,73;3200;0,1973027481;LARCHER Gérard;Sénat;78;UMP;http://nossenateurs.fr/LARCHER%20Gérard/xml
GAMBAIS;78;la restauration du choeur de l'église;15126;7000;0,4627793204;PRIMAS Sophie;Assemblée nationale;78;UMP;http://2007.nosdeputes.fr/PRIMAS%20Sophie/xml
GANNES;60;l'aménagement d'une sente piétonne, rue d'Ansauvillers;55463,5;7850;0,1415345227;MARINI Philippe;Sénat;60;UMP;http://nossenateurs.fr/MARINI%20Philippe/xml
GANNES;60;l'acquisition d'une remorque;4374,24;2150;0,4915139544;MARINI Philippe;Sénat;60;UMP;http://nossenateurs.fr/MARINI%20Philippe/xml
GARCELLES-SECQUEVILLE;14;le remplacement du beffroi de l'église;10495;1100;0,1048118152;COUSIN Jean-Yves;Assemblée nationale;14;UMP;http://2007.nosdeputes.fr/COUSIN%20Jean-Yves/xml
GARCELLES-SECQUEVILLE;14;l'acquisition d'une construction modulaire à usage de local pour les jeunes;18426;4000;0,2170845544;DUPONT Jean-Léonce;Sénat;14;UDI;http://nossenateurs.fr/DUPONT%20Jean-Léonce/xml
GARCHES;92;la réfection de l'éclairage public et l'enfouissement des réseaux, avenue Bergson;469113,33;107000;0,2280898733;OLLIER Patrick;Assemblée nationale;92;UMP;http://2007.nosdeputes.fr/OLLIER%20Patrick/xml
GARCHES;92;la construction d'un club house;160500;60000;0,3738317757;GAUTIER Jacques;Sénat;92;UMP;http://nossenateurs.fr/GAUTIER%20Jacques/xml
GARCHES;92;"la rénovation du gymnase ""Le Rallec""";153382;40000;0,2607867938;GAUTIER Jacques;Sénat;92;UMP;http://nossenateurs.fr/GAUTIER%20Jacques/xml
GARDERES;65;le remplacement de menuiseries extérieures au bâtiment communal;7740;2000;0,2583979328;LARCHER Gérard;Sénat;78;UMP;http://nossenateurs.fr/LARCHER%20Gérard/xml
GARENNES-SUR-EURE;27;la restauration de l'église Saint-Aignan (3ème tranche);210585,81;15000;0,0712298706;0;Réserve ministérielle;;;
GARENTREVILLE;77;l'aménagement d'une défense incendie;22105,91;10000;0,4523677152;JULIA Didier;Assemblée nationale;77;UMP;http://2007.nosdeputes.fr/JULIA%20Didier/xml
GARGENVILLE;78;l'aménagement de l'aire de jeux de l'école maternelle du Parc;20112;9500;0,472354813;DUMOULIN Cécile;Assemblée nationale;78;UMP;http://2007.nosdeputes.fr/DUMOULIN%20Cécile/xml
GARGENVILLE;78;la construction d'une station de dénitratation de l'eau potable et de traitement des pesticides;985290;30000;0,0304478884;LARCHER Gérard;Sénat;78;UMP;http://nossenateurs.fr/LARCHER%20Gérard/xml
GARGILESSE-DAMPIERRE;36;la réfection de la place du Château;35433;10000;0,2822227867;MAYET Jean-François;Sénat;36;UMP;http://nossenateurs.fr/MAYET%20Jean-François/xml
GARIDECH;31;l'acquisition d'un véhicule utilitaire;11071,96;5500;0,4967503495;CHATILLON Alain;Sénat;31;UMP;http://nossenateurs.fr/CHATILLON%20Alain/xml
GARLAN;29;"l'aménagement de la voirie, des réseaux souples et gravitaires et des abords du futur lotissement de ""Bel Air"", dans le cadre de l'extension du bourg";580000;15000;0,025862069;FICHET Jean-Luc;Sénat;29;SOC;http://nossenateurs.fr/FICHET%20Jean-Luc/xml
GARLEDE-MONDEBAT;64;l'extension du préau de l'école;31477,5;8000;0,2541497895;HABIB David;Assemblée nationale;64;SRC;http://2007.nosdeputes.fr/HABIB%20David/xml
GARONS;30;le désamiantage et la réfection des sols du bâtiment B de l'école Jean Monnet;49130,85;20000;0,4070762057;LACHAUD Yvan;Assemblée nationale;30;NC;http://2007.nosdeputes.fr/LACHAUD%20Yvan/xml
GARONS;30;la construction d'une halle des sports;2007000;80000;0,0398604883;0;Réserve ministérielle;;;
GARONS;30;la réfection de la cour de l'école élémentaire Saint- Exupéry;13951;4000;0,286717798;FOURNIER Jean-Paul;Sénat;30;UMP;http://nossenateurs.fr/FOURNIER%20Jean-Paul/xml
GAROS;64;l'aménagement de l'espace muséographique;189486;18000;0,0949938254;CAZALET Auguste;Sénat;64;UMP;http://nossenateurs.fr/CAZALET%20Auguste/xml
GARS;6;l'acquisition de matériel de réception;1110;550;0,4954954955;TABAROT Michèle;Assemblée nationale;6;UMP;http://2007.nosdeputes.fr/TABAROT%20Michèle/xml
GATTEVILLE-PHARE;50;l'aménagement de la place (voirie et éclairage public);174793;11000;0,0629315819;CAZENEUVE Bernard;Assemblée nationale;50;SRC;http://2007.nosdeputes.fr/CAZENEUVE%20Bernard/xml
GAUBERTIN;45;la réfection de la voirie, rue Basse;27840;7000;0,2514367816;SUEUR Jean-Pierre;Sénat;45;SOC;http://nossenateurs.fr/SUEUR%20Jean-Pierre/xml
GAUCHY;2;la réfection de l'éclairage de la piste d'athlétisme du stade Barran;16275;3250;0,1996927803;BERTRAND Xavier;Assemblée nationale;2;UMP;http://2007.nosdeputes.fr/BERTRAND%20Xavier/xml
GAUCIEL;27;la rénovation d'un bâtiment communal;68155;6800;0,0997725772;0;Réserve ministérielle;;;
GAUCIEL;27;la construction d'un quai d'accès à la déchetterie;11132;5500;0,4940711462;BOURDIN Joël;Sénat;27;UMP;http://nossenateurs.fr/BOURDIN%20Joël/xml
GAUCIEL;27;l'acquisition de matériel et de mobilier pour le réfectoire de l'école;9075,82;2000;0,2203657631;MAUREY Hervé;Sénat;27;UDI;http://nossenateurs.fr/MAUREY%20Hervé/xml
GAUDECHART;60;l'installation à la salle des fêtes, de panneaux acoustiques et de doubles rideaux ignifuges;8264,1;4132;0,4999939497;DASSAULT Olivier;Assemblée nationale;60;UMP;http://2007.nosdeputes.fr/DASSAULT%20Olivier/xml
GAUDECHART;60;l'installation de projecteurs au stade de football, d'un portail et de portillons;6538;1961;0,2999388192;DASSAULT Olivier;Assemblée nationale;60;UMP;http://2007.nosdeputes.fr/DASSAULT%20Olivier/xml
GAUJAC;47;la réfection des abords de la mairie;130500;13000;0,0996168582;DIEFENBACHER Michel;Assemblée nationale;47;UMP;http://2007.nosdeputes.fr/DIEFENBACHER%20Michel/xml
GAUJAC;47;l'équipement mobilier de la future mairie;23936;11000;0,4595588235;FRANCOIS-PONCET Jean;Sénat;47;UMP;http://nossenateurs.fr/FRANCOIS-PONCET%20Jean/xml
GAULT-DU-PERCHE;41;la construction d'un parking pour le cimetière et la réfection des trottoirs;76854,5;30000;0,3903479952;LEROY Maurice;Assemblée nationale;41;NC;http://2007.nosdeputes.fr/LEROY%20Maurice/xml
GAUSSON;22;la réfection de la toiture et l'isolation de la salle polyvalente;50000;25000;0,5;LE FUR Marc;Assemblée nationale;22;UMP;http://2007.nosdeputes.fr/LE FUR Marc/xml
GAVAUDUN;47;la réfection de la salle de classe;33544,76;10000;0,2981091533;CAHUZAC Jérôme;Assemblée nationale;47;SRC;http://2007.nosdeputes.fr/CAHUZAC%20Jérôme/xml
GAVISSE;57;la réfection du sol du périscolaire et du local technique attenant;9335;4667;0,4999464381;GROMMERCH Anne;Assemblée nationale;57;UMP;http://2007.nosdeputes.fr/GROMMERCH%20Anne/xml
GAVISSE;57;l'édification d'un columbarium et d'un ossuaire, au cimetière et l'aménagement d'un jardin du souvenir;9494;4747;0,5;GROMMERCH Anne;Assemblée nationale;57;UMP;http://2007.nosdeputes.fr/GROMMERCH%20Anne/xml
GAVISSE;57;l'aménagement d'une cuisine à la salle Roland Parmentier;7583,62;3000;0,3955894415;LEROY Philippe;Sénat;57;UMP;http://nossenateurs.fr/LEROY%20Philippe/xml
GAVRELLE;62;la réhabilitation d'un bâtiment en accueil périscolaire et centre de loisirs sans hébergement;472700;5000;0,0105775333;GENISSON Catherine;Assemblée nationale;62;SRC;http://2007.nosdeputes.fr/GENISSON%20Catherine/xml
GAVRES;56;l'extension de la salle polyvalente Eric Tabarly;253080;10000;0,0395131974;HERVIAUX Odette;Sénat;56;SOC;http://nossenateurs.fr/HERVIAUX%20Odette/xml
GAZAX-ET-BACCARISSE;32;l'aménagement d'une aire de collecte des ordures ménagères;38215;5000;0,1308386759;0;Réserve ministérielle;;;
GEAUNE;40;l'aménagement d'hébergements touristiques au 1er étage du bâtiment jouxtant la Tour des Augustins;200000;20000;0,1;MARC François;Sénat;29;SOC;http://nossenateurs.fr/MARC%20François/xml
GEHEE;36;l'aménagement de la salle communale en salle des associations;69710,54;5000;0,0717251652;PINTON Louis;Sénat;36;UMP;http://nossenateurs.fr/PINTON%20Louis/xml
GEISWASSER;68;la construction d'un bâtiment regroupant une mairie, un atelier municipal et un dépôt incendie;615088,9;7000;0,0113804687;STRAUMANN Eric;Assemblée nationale;68;UMP;http://2007.nosdeputes.fr/STRAUMANN%20Eric/xml
GELANNES;10;la réfection de la voie de Saint-Loup, de la voie Jules Mirand et de la rue du Château Pris;89030;9000;0,1010895204;0;Réserve ministérielle;;;
GELLAINVILLE;28;la construction d'un parking à proximité de la salle polyvalente;22565,5;5641;0,2499833817;ACCOYER Bernard;Assemblée nationale;74;UMP;http://2007.nosdeputes.fr/ACCOYER%20Bernard/xml
GELLAINVILLE;28;l'aménagement d'un parcours sportif à proximité du terrain multi-sports;9793,89;2938;0,2999829486;ACCOYER Bernard;Assemblée nationale;74;UMP;http://2007.nosdeputes.fr/ACCOYER%20Bernard/xml
GELLAINVILLE;28;l'installation d'un débitmètre en sortie du château d'eau;20513,7;10256;0,4999585643;ACCOYER Bernard;Assemblée nationale;74;UMP;http://2007.nosdeputes.fr/ACCOYER%20Bernard/xml
GELLAINVILLE;28;la construction d'un parking et d'une voirie d'accès au terrain multisports;36481,5;9120;0,2499897208;GORGES Jean-Pierre;Assemblée nationale;28;UMP;http://2007.nosdeputes.fr/GORGES%20Jean-Pierre/xml
GELLAINVILLE;28;l'aménagement d'une aire de loisirs pour VTT, à proximité du terrain multisports;23046,7;6914;0,2999995661;GORGES Jean-Pierre;Assemblée nationale;28;UMP;http://2007.nosdeputes.fr/GORGES%20Jean-Pierre/xml
GELUCOURT;57;la mise aux normes du système de sonnerie des cloches de l'église;6578;2500;0,3800547279;TODESCHINI Jean-Marc;Sénat;57;SOC;http://nossenateurs.fr/TODESCHINI%20Jean-Marc/xml
GEMBRIE;65;la réhabilitation du logement B de la maison Dulon;100862,27;15000;0,1487176523;FORTASSIN François;Sénat;65;RDSE;http://nossenateurs.fr/FORTASSIN%20François/xml
GEMEAUX;21;l'acquisition d'un défibrillateur cardiaque et d'un boîtier externe;1745;500;0,2865329513;HOUPERT Alain;Sénat;21;UMP;http://nossenateurs.fr/HOUPERT%20Alain/xml
GEMENOS;13;l'installation d'un système de vidéoprotection urbaine pour les axes routiers et le parc d'activités (4ème phase);195000,21;50000;0,2564099803;DEFLESSELLES Bernard;Assemblée nationale;13;UMP;http://2007.nosdeputes.fr/DEFLESSELLES%20Bernard/xml
GEMONVILLE;54;l'aménagement de la voirie à l'entrée du bourg, la création d'une réserve incendie et d'un espace de convivialité;107755,67;10000;0,0928025412;0;Réserve ministérielle;;;
GENAS;69;l'aménagement d'une aire de jeux, rue du Repos;40715,3;20000;0,4912158329;MEUNIER Philippe;Assemblée nationale;69;UMP;http://2007.nosdeputes.fr/MEUNIER%20Philippe/xml
GENAY;69;l'aménagement d'un terrain de sport en gazon synthétique en centre bourg;201365,5;4000;0,019864376;PEYRONNET Jean-Claude;Sénat;87;SOC;http://nossenateurs.fr/PEYRONNET%20Jean-Claude/xml
GENDREY;39;la construction d'un atelier communal;211880,79;5000;0,0235981752;BAILLY Gérard;Sénat;39;UMP;http://nossenateurs.fr/BAILLY%20Gérard/xml
